Harga,Tahun,Jarak_km,CC_mid,Usia_mobil,Merek,Model,Varian,Tipe bahan bakar,Transmisi,Tipe bodi,Sistem Penggerak,Warna,Tipe Penjual,KotaKab,Provinsi,Nama Bursa Mobil
132000000.0,2010.0,67500.0,,15.0,Honda,Jazz,RS,Bensin,Manual,nan,4X2,Abu-abu,Individu,Medan Kota,Sumatra Utara,nan
29500000.0,1997.0,77500.0,,28.0,Timor,DOHC,1.5,Bensin,Manual,Sedan,nan,Merah,Individu,Banyuasin Kab.,Sumatra Selatan,nan
180000000.0,2002.0,72500.0,2500.0,23.0,BMW,Serie 3,330i 3.0,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Silver,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
115000000.0,2013.0,142500.0,1250.0,12.0,Suzuki,Ertiga,GL,Bensin,Automatic,MPV,4X2,Putih,Diler,Bandung Kota,Jawa Barat,nan
568000000.0,2010.0,52500.0,2500.0,15.0,BMW,Z4,sDrive23i,Bensin,Automatic,Sports & Super Car,Rear Wheel Drive (RWD),Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
330000000.0,2008.0,62500.0,2500.0,17.0,Toyota,Alphard,V,Bensin,Automatic Triptonic,SUV,4X2,Putih,nan,Semarang Kota,Jawa Tengah,nan
205000000.0,2018.0,12500.0,1750.0,7.0,Wuling,Cortez,1.8,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Diler,Blitar Kota,Jawa Timur,nan
55000000.0,2012.0,42500.0,1250.0,13.0,Geely,MK,1.5,Bensin,Manual,Sedan,4X2,Hitam,Individu,Mojokerto Kota,Jawa Timur,nan
84000000.0,2008.0,122500.0,2500.0,17.0,Nissan,Serena,HWS,Bensin,Automatic,Van,Front Wheel Drive (FWD),Abu-abu,Individu,Bekasi Kota,Jawa Barat,nan
23000000.0,,27500.0,1000.0,,Klasik dan Antik,Lain-lain,Lain-lain,Bensin,Manual,Pick-up,4X2,Merah,Individu,Kediri  Kab.,Jawa Timur,Carsentro Solo
48950000.0,2008.0,152500.0,1750.0,17.0,Proton,Gen2,Lain-lain,Bensin,Automatic,Sedan,Front Wheel Drive (FWD),Merah,Individu,Pekanbaru Kota,Riau,nan
495950000.0,2019.0,2500.0,2500.0,6.0,Toyota,Fortuner,VRZ,Diesel,Automatic,Jeep,4X2,Putih,Individu,Bogor Kota,Jawa Barat,nan
139000000.0,2014.0,47500.0,1250.0,11.0,Ford,Ecosport,Trend,Bensin,Automatic,SUV,4X2,Hitam,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil DTC
96000000.0,2012.0,92500.0,1250.0,13.0,Chevrolet,Aveo,LT,Bensin,Automatic,Hatchback,nan,Putih,nan,Bandar Lampung Kota,Lampung,nan
255000000.0,2016.0,72500.0,1750.0,9.0,Mazda,Biante,2.0 SKYACTIV,Bensin,Automatic Triptonic,MPV,Front Wheel Drive (FWD),Hitam,Diler,Tangerang Kota,Banten,Bursa Mobil Summarecon Serpong
69500000.0,2005.0,197500.0,2500.0,20.0,Nissan,Terrano,Spirit,Bensin,Manual,Jeep,4X2,Hitam,Individu,Bandar Lampung Kota,Lampung,nan
135000000.0,2011.0,142500.0,,14.0,Ford,Everest,nan,Diesel,Manual,nan,nan,Hitam,nan,Tangerang Kota,Banten,nan
265000000.0,2018.0,22500.0,1750.0,7.0,Honda,HR-V,E CVT,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Putih,Diler,Tangerang Kab.,Banten,Bursa Mobil Summarecon Serpong
210000000.0,2017.0,17500.0,1250.0,8.0,Mitsubishi,Xpander,EXCEED A/T,Bensin,Automatic,MPV,4X2,Putih,Individu,Bogor Kab.,Jawa Barat,nan
140000000.0,2014.0,77500.0,2500.0,11.0,Mitsubishi,L300,Pick Up,Diesel,Manual,Pick-up,Rear Wheel Drive (RWD),Hitam,nan,Medan Kota,Sumatra Utara,nan
31000000.0,1997.0,7500.0,1000.0,28.0,Timor,DOHC,1.5,Bensin,Manual,Sedan,Rear Wheel Drive (RWD),Silver,Individu,Sleman Kab.,Yogyakarta D.I.,nan
23000000.0,1990.0,300000.0,1750.0,35.0,Peugeot,405,1.9,Bensin,Manual,Sedan,4X2,Abu-abu,Individu,Tangerang Selatan Kota,Banten,nan
83000000.0,2016.0,22500.0,1000.0,9.0,Suzuki,Wagon R,Lain-lain,Bensin,Manual,Wagon,Front Wheel Drive (FWD),Silver,Individu,Tangerang Selatan Kota,Banten,nan
192000000.0,2017.0,12500.0,,8.0,Toyota,Yaris,TRD Sportivo Heykers,Bensin,Manual,Sports & Super Car,nan,Merah,Individu,Surabaya Kota,Jawa Timur,nan
28500000.0,1994.0,67500.0,1250.0,31.0,Suzuki,Carry,DX,Bensin,Manual,Minibus,4X2,Abu-abu,Diler,Bandar Lampung Kota,Lampung,Bursa Gading Auto Center
108000000.0,2014.0,37500.0,1250.0,11.0,Chevrolet,Spin,LT,Bensin,Manual,MPV,4X2,Silver,Individu,Bekasi Kota,Jawa Barat,nan
194000000.0,2018.0,12500.0,1250.0,7.0,Mitsubishi,Xpander,EXCEED M/T,Bensin,Manual,nan,Rear Wheel Drive (RWD),Silver,nan,Jakarta Barat,Jakarta D.K.I.,nan
61000000.0,2006.0,172500.0,1250.0,19.0,Suzuki,Aerio,Lain-lain,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Kuning,nan,Jakarta Timur,Jakarta D.K.I.,nan
239000000.0,2018.0,12500.0,1250.0,7.0,Honda,Jazz,RS M/T,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Surakarta Kota,Jawa Tengah,nan
325000000.0,2010.0,47500.0,2500.0,15.0,Mercedes-Benz,E-Class,E300,Bensin,Automatic,Sedan,4X2,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Otomotif Sunter
229000000.0,2016.0,82500.0,1750.0,9.0,Nissan,Serena,HWS,Bensin,Automatic Triptonic,MPV,4X2,Hitam,Individu,Jakarta Timur,Jakarta D.K.I.,nan
57000000.0,2008.0,82500.0,1000.0,17.0,KIA,Picanto,SE,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Lainnya,Individu,Surabaya Kota,Jawa Timur,nan
85000000.0,2013.0,32500.0,1250.0,12.0,Chevrolet,Spin,LS,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Lampung Utara Kab.,Lampung,Bursa Mobil Blok M Plaza
65000000.0,2012.0,52500.0,1250.0,13.0,Proton,Exora,CPS Executive,Bensin,Automatic,Minibus,4X2,Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
121000000.0,2008.0,157500.0,2500.0,17.0,Nissan,X-Trail,Lain-lain,Bensin,Automatic,Jeep,All Wheel Drive (AWD),Hitam,Individu,Surabaya Kota,Jawa Timur,nan
56000000.0,2008.0,62500.0,1250.0,17.0,Hyundai,Avega,Lain-lain,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Merah,Individu,Padang Kota,Sumatra Barat,nan
525000000.0,2009.0,32500.0,,16.0,Mercedes-Benz,SLK-Class,SLK200,Bensin,Automatic,nan,nan,Silver,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
135000000.0,2011.0,97500.0,1750.0,14.0,Toyota,Innova,E,Bensin,Automatic,nan,Rear Wheel Drive (RWD),Putih,nan,Denpasar Kota,Bali,nan
270000000.0,2014.0,97500.0,2500.0,11.0,Mitsubishi,Pajero Sport,Exceed,Diesel,Automatic,Minibus,4X2,Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
36500000.0,1999.0,197500.0,1750.0,26.0,Mazda,Lain-lain,Lain-lain,Bensin,Manual,Classic Car,4X2,Silver,Individu,Tangerang Kota,Banten,nan
78000000.0,2015.0,37500.0,1000.0,10.0,Suzuki,Wagon R,Lain-lain,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
1475000000.0,2018.0,2500.0,3000.0,7.0,Ford,Mustang,2.3 Ecoboost,Bensin,Automatic Triptonic,Sports & Super Car,nan,Merah,nan,Jakarta Timur,Jakarta D.K.I.,nan
290000000.0,2009.0,32500.0,2500.0,16.0,Lexus,GS,300,Bensin,Automatic Triptonic,Sedan,Front Wheel Drive (FWD),Silver,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Summarecon Serpong
113000000.0,2012.0,82500.0,1250.0,13.0,Hyundai,Grand Avega,GL,Bensin,Automatic Triptonic,Hatchback,4X2,Putih,Individu,Sidoarjo  Kab.,Jawa Timur,nan
85000000.0,1997.0,127500.0,2500.0,28.0,BMW,Serie 3,323i E36 2.5,Bensin,Manual,Sedan,Rear Wheel Drive (RWD),Merah,Individu,Depok Kota,Jawa Barat,nan
66000000.0,2015.0,62500.0,1250.0,10.0,Datsun,Go+,Panca T,Bensin,Manual,Hatchback,All Wheel Drive (AWD),Hitam,Individu,Jakarta Timur,Jakarta D.K.I.,nan
320000000.0,2013.0,92500.0,1750.0,12.0,BMW,Serie 3,320i 2.0,Bensin,Automatic Triptonic,Sedan,4X2,Merah,Individu,Jakarta Barat,Jakarta D.K.I.,nan
77000000.0,2014.0,27500.0,1000.0,11.0,Daihatsu,Ayla,X Elegant,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Putih,Individu,Jakarta Timur,Jakarta D.K.I.,nan
160000000.0,2016.0,37500.0,1250.0,9.0,Honda,Brio,E,Bensin,Automatic,Hatchback,4X2,Hitam,Individu,Bandung Kota,Jawa Barat,nan
3099000000.0,,32500.0,3000.0,,Chevrolet,Lain-lain,Lain-lain,Bensin,Automatic,Classic Car,4X2,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
128000000.0,2013.0,102500.0,1250.0,12.0,Suzuki,Ertiga,GX,Bensin,Manual,MPV,Front Wheel Drive (FWD),Lainnya,Individu,Samarinda Kota,Kalimantan Timur,nan
68000000.0,2010.0,122500.0,1250.0,15.0,KIA,Picanto,SE,Bensin,Manual,Compact & City Car,Rear Wheel Drive (RWD),Hitam,Individu,Surabaya Kota,Jawa Timur,nan
109000000.0,2011.0,107500.0,1250.0,14.0,Toyota,Yaris,E,Bensin,Automatic,Hatchback,4X2,Hitam,Individu,Tangerang Kota,Banten,nan
138000000.0,2016.0,47500.0,1250.0,9.0,Daihatsu,Xenia,X 1.3 STD,Bensin,Manual,nan,nan,Silver,Individu,Balikpapan Kota,Kalimantan Timur,nan
140000000.0,2017.0,17500.0,1250.0,8.0,Honda,Brio,Satya E,Bensin,Automatic,Compact & City Car,4X2,Merah,Individu,Jakarta Timur,Jakarta D.K.I.,nan
129000000.0,2014.0,102500.0,1250.0,11.0,KIA,Rio,Hatchback,Bensin,Manual,Hatchback,Rear Wheel Drive (RWD),Putih,Individu,Banda Aceh Kota,Aceh D.I.,nan
170000000.0,2013.0,87500.0,2500.0,12.0,Nissan,Serena,HWS,Bensin,Automatic Triptonic,Van,Front Wheel Drive (FWD),Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
725000000.0,2012.0,42500.0,,13.0,BMW,Serie 7,nan,Bensin,Automatic,nan,nan,Hitam,nan,Jakarta Selatan,Jakarta D.K.I.,nan
148000000.0,2014.0,52500.0,1250.0,11.0,Suzuki,Swift,GX,Bensin,Manual,Compact & City Car,4X2,Putih,Individu,Denpasar Kota,Bali,nan
32000000.0,2008.0,112500.0,1750.0,17.0,KIA,Travello,Lain-lain,Diesel,Manual,Minibus,4X2,Abu-abu,Individu,Metro Kota,Lampung,nan
3500000000.0,2013.0,7500.0,3000.0,12.0,Bentley,Continental GT,V8,Bensin,Automatic Triptonic,Sports & Super Car,Rear Wheel Drive (RWD),Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
64000000.0,2007.0,127500.0,1250.0,18.0,Chevrolet,Estate,LS,Bensin,Automatic,Wagon,nan,Abu-abu,nan,Kab. Badung,Bali,nan
125000000.0,1997.0,122500.0,2500.0,28.0,Daihatsu,Rocky,F75 4X4 2.8,Diesel,Manual,Jeep,4X4,Hijau,Individu,Bangka Selatan Kab.,Bangka Belitung,nan
109900000.0,2019.0,2500.0,,6.0,Suzuki,Carry Pick-up,nan,Bensin,Manual,nan,nan,Lainnya,nan,Jakarta Selatan,Jakarta D.K.I.,nan
92500000.0,2008.0,92500.0,1250.0,17.0,Suzuki,SX4,Cross Over,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Silver,Individu,Surabaya Kota,Jawa Timur,nan
165000000.0,2017.0,42500.0,1250.0,8.0,Toyota,Rush,G,Bensin,Automatic,SUV,Rear Wheel Drive (RWD),Abu-abu,nan,Bogor Kota,Jawa Barat,nan
349000000.0,2015.0,37500.0,2500.0,10.0,Mazda,CX-5,Grand Touring,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Putih,Individu,Denpasar Kota,Bali,nan
295000000.0,2014.0,107500.0,2500.0,11.0,Toyota,Fortuner,G,Diesel,Automatic,SUV,4X2,Hitam,Individu,Palembang Kota,Sumatra Selatan,nan
145000000.0,1994.0,82500.0,3000.0,31.0,Jeep,Cherokee,Limited,Bensin,Manual,Jeep,4X4,Biru,Diler,Gianyar Kab.,Bali,nan
125000000.0,2014.0,47500.0,1750.0,11.0,Ford,Ecosport,Titanium,Bensin,Automatic,SUV,4X2,Abu-abu,Diler,Tangerang Selatan Kota,Banten,Bursa Mobil Summarecon Serpong
49500000.0,1999.0,207500.0,2500.0,26.0,Mitsubishi,Kuda,GLS,Diesel,Manual,Minibus,Rear Wheel Drive (RWD),Lainnya,Individu,Tangerang Selatan Kota,Banten,nan
205000000.0,2018.0,27500.0,1250.0,7.0,Daihatsu,Terios,R,Bensin,Automatic,Minibus,All Wheel Drive (AWD),Coklat,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
65000000.0,2003.0,147500.0,1250.0,22.0,Chevrolet,Aveo,LT,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Hijau,Individu,Banyuwangi  Kab.,Jawa Timur,Bursa Otomotif Sunter
625000000.0,2016.0,97500.0,,9.0,Isuzu,Lain-lain,nan,Diesel,Manual,nan,nan,Merah,nan,Probolinggo Kab.,Jawa Timur,nan
114000000.0,2013.0,52500.0,1250.0,12.0,Nissan,Grand livina,Lain-lain,Bensin,Automatic,Minibus,4X2,Putih,Diler,Bekasi Kota,Jawa Barat,nan
114000000.0,2013.0,27500.0,1250.0,12.0,Mazda,2,R,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Hitam,nan,Jakarta Selatan,Jakarta D.K.I.,nan
145000000.0,2015.0,67500.0,1250.0,10.0,Toyota,Vios,G,Bensin,Manual,Sedan,4X2,Hitam,Individu,Bogor Kota,Jawa Barat,nan
125000000.0,2012.0,102500.0,1250.0,13.0,Daihatsu,Terios,TX Adventure,Bensin,Automatic,MPV,4X2,Putih,Diler,Bekasi Kab.,Jawa Barat,nan
489000000.0,2016.0,37500.0,2500.0,9.0,Honda,Odyssey,2.4L Prestige,Bensin,Automatic Triptonic,MPV,4X2,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil Kelapa Gading
165000000.0,2017.0,17500.0,1250.0,8.0,Suzuki,Ertiga,Dreza,Bensin,Manual,Minibus,4X2,Putih,Diler,Palembang Kota,Sumatra Selatan,nan
69000000.0,2006.0,97500.0,1250.0,19.0,Suzuki,Baleno,1.5,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Marun,Individu,Gresik Kab.,Jawa Timur,nan
120000000.0,2007.0,112500.0,1750.0,18.0,Honda,CR-V,2.0,Bensin,Automatic,SUV,4X2,Silver,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
300000000.0,2013.0,67500.0,3000.0,12.0,Ford,Ranger,WildTrak,Diesel,Manual,Double Cabin,4X4,Merah,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
75000000.0,2010.0,12500.0,2500.0,15.0,Mazda,BT-50,Lain-lain,Diesel,Manual,Double Cabin,4X4,Hitam,Individu,Padang Kota,Sumatra Barat,Bursa Otomotif Sunter
84000000.0,2015.0,107500.0,1750.0,10.0,Suzuki,APV,Mega Carry Box,Bensin,Manual,Van,4X2,Putih,Individu,Jakarta Barat,Jakarta D.K.I.,nan
2395000000.0,2014.0,2500.0,,11.0,Porsche,911,Carera S,Bensin,Automatic,nan,nan,Kuning,nan,Jakarta Selatan,Jakarta D.K.I.,nan
270000000.0,2012.0,117500.0,,13.0,Mitsubishi,Pajero Sport,Dakar,Diesel,Automatic Triptonic,nan,4X2,Putih,nan,Pekanbaru Kota,Riau,nan
188000000.0,2018.0,7500.0,,7.0,Mitsubishi,Xpander,GLS M/T,Bensin,Manual,nan,nan,Hitam,Individu,Bekasi Kota,Jawa Barat,nan
2150000000.0,2013.0,7500.0,3000.0,12.0,Land Rover,Range rover,Lain-lain,Bensin,Automatic Triptonic,Jeep,4X2,Silver,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
115000000.0,2012.0,147500.0,1250.0,13.0,Daihatsu,Xenia,1.3,Bensin,Manual,nan,nan,Putih,Individu,Bandar Lampung Kota,Lampung,nan
20000000.0,1996.0,2500.0,1000.0,29.0,Suzuki,Carry,Lain-lain,Bensin,Manual,Minibus,nan,Hijau,Individu,Tangerang Kota,Banten,nan
135000000.0,2017.0,17500.0,1250.0,8.0,Daihatsu,Luxio,D,Bensin,Manual,MPV,4X2,Putih,Diler,Sidoarjo  Kab.,Jawa Timur,nan
345000000.0,2012.0,62500.0,1750.0,13.0,Mercedes-Benz,E-Class,E250,Bensin,Automatic,Sedan,4X2,Hitam,nan,Jakarta Barat,Jakarta D.K.I.,nan
398000000.0,2013.0,77500.0,1750.0,12.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic Triptonic,Minibus,Front Wheel Drive (FWD),Merah,Individu,Jakarta Barat,Jakarta D.K.I.,nan
54000000.0,2000.0,152500.0,1250.0,25.0,Toyota,Soluna,Gli,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Hijau,Individu,Payakumbuh Kota,Sumatra Barat,nan
103000000.0,2012.0,42500.0,1250.0,13.0,Chevrolet,Aveo,LT,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Denpasar Kota,Bali,nan
34500000.0,2004.0,297500.0,2500.0,21.0,Ford,Ranger,Lain-lain,Diesel,Manual,Pick-up,4X2,Merah,Individu,Banjarmasin Kota,Kalimantan Selatan,Bursa Gading Auto Center
400000000.0,2014.0,52500.0,1750.0,11.0,BMW,Serie 3,320i Luxury,Bensin,Automatic Triptonic,Sedan,4X2,Coklat,Individu,Bandung Kota,Jawa Barat,nan
20000000.0,1992.0,27500.0,1000.0,33.0,Chery,QQ,Lain-lain,Bensin,Manual,Minibus,4X4,Biru,Individu,Tegal Kab.,Jawa Tengah,nan
106000000.0,2008.0,177500.0,,17.0,Toyota,Innova,E,Bensin,Manual,nan,4X2,Silver,Individu,Tangerang Kab.,Banten,nan
82000000.0,2004.0,142500.0,3000.0,21.0,Ford,Escape,Limited,Bensin,Automatic,SUV,4X4,Hitam,Individu,Bandung Kota,Jawa Barat,nan
87500000.0,2016.0,62500.0,1250.0,9.0,Daihatsu,Ayla,X,Bensin,Manual,Hatchback,4X2,Merah,Individu,Semarang Kota,Jawa Tengah,nan
52000000.0,2007.0,122500.0,1250.0,18.0,KIA,Picanto,A/T,Bensin,Automatic,nan,4X2,Biru,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
298000000.0,2017.0,37500.0,1750.0,8.0,Mazda,CX-3,Touring,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Merah,Individu,Balikpapan Kota,Kalimantan Timur,nan
122500000.0,2018.0,22500.0,1250.0,7.0,Datsun,Cross,Lain-lain,Bensin,Manual,Compact & City Car,All Wheel Drive (AWD),Putih,Individu,Banjarmasin Kota,Kalimantan Selatan,nan
149000000.0,2014.0,122500.0,1250.0,11.0,Honda,Mobilio,E Prestige,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Putih,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
196000000.0,2019.0,2500.0,,6.0,Suzuki,Baleno,nan,Bensin,Manual,nan,nan,Lainnya,nan,Sidoarjo  Kab.,Jawa Timur,nan
175000000.0,,152500.0,3000.0,,Jeep,CJ7,Lain-lain,Bensin,Manual,Jeep,4X4,Kuning,Individu,Cimahi Kota,Jawa Barat,nan
95000000.0,2011.0,72500.0,1250.0,14.0,Ford,Fiesta,Trend,Bensin,Automatic Triptonic,Compact & City Car,Front Wheel Drive (FWD),Abu-abu,Diler,Malang Kota,Jawa Timur,nan
62000000.0,2000.0,167500.0,1750.0,25.0,Daihatsu,Taruna,CSX,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Silver,Individu,Mojokerto Kab.,Jawa Timur,nan
90000000.0,2017.0,37500.0,1250.0,8.0,Fiat,Punto,Lain-lain,Bensin,Automatic Triptonic,Sedan,4X2,Silver,Individu,Batam Kota,Kepulauan Riau,nan
55000000.0,,102500.0,2500.0,,Mercedes-Benz,Tiger,Lain-lain,Bensin,Manual,Classic Car,4X2,Hitam,Individu,Tangerang Selatan Kota,Banten,nan
200000000.0,2010.0,92500.0,1750.0,15.0,Mercedes-Benz,C-Class,C200,Bensin,Automatic Triptonic,Compact & City Car,4X2,Putih,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
58000000.0,2001.0,207500.0,1250.0,24.0,Suzuki,Baleno,1.5,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Silver,Individu,Bandung Barat Kab.,Jawa Barat,nan
550000000.0,2013.0,77500.0,2500.0,12.0,Lexus,RX,270,Bensin,Automatic,Jeep,nan,Putih,nan,Denpasar Kota,Bali,nan
82000000.0,2011.0,117500.0,,14.0,Ford,Fiesta,Trend,Bensin,Automatic,nan,nan,Silver,Diler,Bekasi Kota,Jawa Barat,Bursa Mobil POSH Bekasi
151000000.0,2011.0,107500.0,1750.0,14.0,Chevrolet,Captiva,nan,Diesel,Automatic Triptonic,SUV,4X2,Putih,Individu,Semarang Kota,Jawa Tengah,nan
260000000.0,2011.0,107500.0,2500.0,14.0,Mitsubishi,Pajero Sport,Exceed,Diesel,Automatic Triptonic,SUV,4X4,Putih,Individu,Banjarmasin Kota,Kalimantan Selatan,nan
1295000000.0,2017.0,2500.0,2500.0,8.0,Ford,Lain-lain,Lain-lain,Bensin,Automatic Triptonic,Sports & Super Car,All Wheel Drive (AWD),Kuning,Individu,Jakarta Barat,Jakarta D.K.I.,nan
31000000.0,2003.0,12500.0,1250.0,22.0,Hyundai,Excel,Lain-lain,Bensin,Manual,Sedan,All Wheel Drive (AWD),Silver,Individu,Semarang Kota,Jawa Tengah,Carsentro Semarang
123000000.0,2015.0,32500.0,1250.0,10.0,Daihatsu,Sirion,D,Bensin,Automatic,MPV,4X2,Silver,Diler,Depok Kota,Jawa Barat,nan
83000000.0,2008.0,147500.0,1250.0,17.0,Suzuki,APV,GX,Bensin,Manual,nan,nan,Hitam,Diler,Denpasar Kota,Bali,nan
260000000.0,2017.0,42500.0,1250.0,8.0,Honda,HR-V,E CVT,Bensin,Automatic Triptonic,Hatchback,nan,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
366000000.0,,172500.0,3000.0,,Klasik dan Antik,Lain-lain,Lain-lain,Bensin,Manual,Jeep,4X4,Kuning,Individu,Bogor Kab.,Jawa Barat,nan
124000000.0,2014.0,57500.0,1250.0,11.0,Honda,Mobilio,E,Bensin,Manual,Minibus,4X2,Silver,nan,Bandung Kota,Jawa Barat,nan
130000000.0,2014.0,72500.0,1250.0,11.0,Ford,Ecosport,Titanium,Bensin,Automatic,SUV,4X2,Coklat,Individu,Cilegon Kota,Banten,Bursa Mobil WTC Mangga Dua
46000000.0,2002.0,22500.0,1250.0,23.0,Peugeot,206,Sporty,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Silver,Individu,Jember Kab.,Jawa Timur,nan
170000000.0,2018.0,2500.0,1750.0,7.0,DFSK (Dongfeng Sokon),Glory 580,Comfort Version,Bensin,Manual,Minibus,nan,Putih,Individu,Tangerang Kota,Banten,nan
115000000.0,2014.0,32500.0,1250.0,11.0,Chevrolet,Aveo,LT,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Abu-abu,Individu,Surabaya Kota,Jawa Timur,nan
117000000.0,2014.0,67500.0,1250.0,11.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Madiun Kab.,Jawa Timur,nan
45000000.0,2006.0,72500.0,2500.0,19.0,Suzuki,Carry Van,Lain-lain,Diesel,Manual,Van,4X2,Biru,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
115000000.0,2000.0,117500.0,2500.0,25.0,Mercedes-Benz,C-Class,C240,Bensin,Automatic,Convertible,Rear Wheel Drive (RWD),Hitam,Individu,Bekasi Kota,Jawa Barat,nan
53000000.0,2003.0,167500.0,1750.0,22.0,KIA,Carens II,Lain-lain,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Biru,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
220000000.0,2003.0,47500.0,1750.0,22.0,Mercedes-Benz,CLC-Class,CLC200,Bensin,Automatic Triptonic,Coupe,4X2,Merah,Individu,Jakarta Timur,Jakarta D.K.I.,nan
275000000.0,2013.0,112500.0,2500.0,12.0,Toyota,Fortuner,TRD,Diesel,Automatic,SUV,Rear Wheel Drive (RWD),Hitam,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil DTC
118000000.0,2012.0,87500.0,1250.0,13.0,Toyota,Avanza,Veloz,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Silver,nan,Bekasi Kota,Jawa Barat,nan
155000000.0,2010.0,172500.0,2500.0,15.0,Ford,Everest,10-S,Diesel,Manual,SUV,4X4,Silver,Individu,Pekanbaru Kota,Riau,nan
99000000.0,2008.0,122500.0,1250.0,17.0,Ford,Escape,XLT,Diesel,Automatic,SUV,nan,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Blok M Square
90000000.0,2015.0,47500.0,1250.0,10.0,Datsun,Go+,Panca A,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
85000000.0,2015.0,42500.0,1250.0,10.0,Daihatsu,Ayla,X,Bensin,Manual,Compact & City Car,4X2,Merah,Diler,Bandung Kab.,Jawa Barat,nan
140000000.0,2013.0,52500.0,1750.0,12.0,Honda,Freed,E,Bensin,Automatic,MPV,4X4,Putih,Individu,Jombang  Kab.,Jawa Timur,nan
55000000.0,2004.0,102500.0,1750.0,21.0,KIA,Carens II,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Bangkalan  Kab.,Jawa Timur,nan
38000000.0,1995.0,122500.0,1750.0,30.0,Ford,Lynx,Ghia,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Merah,Individu,Kulon Progo Kab.,Yogyakarta D.I.,nan
85000000.0,2007.0,92500.0,2500.0,18.0,Nissan,X-Trail,Lain-lain,Bensin,Automatic,MPV,4X2,Silver,Individu,Medan Kota,Sumatra Utara,nan
225000000.0,2013.0,97500.0,2500.0,12.0,Honda,CR-V,2.4 Prestige,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Silver,Diler,Pekanbaru Kota,Riau,nan
67500000.0,1997.0,107500.0,2500.0,28.0,BMW,Serie 5,528i E39 2.8,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Biru,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
